name,address,longitude,latitude,rating,price_level,user_ratings_total,open_now,types,category
CHUAN POT,"2803 S Diamond Bar Blvd, Diamond Bar",-117.8388752,33.9748032,4.3,1.0,81,True,"restaurant, point_of_interest, food, establishment",restaurant
Tasty Pot,"18219 B Gale Ave, City of Industry",-117.9065565,33.9965032,4.7,1.0,45,True,"restaurant, point_of_interest, food, establishment",restaurant
Happy AYCE Hot Pot LA 开心火锅 洛杉矶店,"8772 Valley Blvd, Rosemead",-118.078174,34.0803691,4.4,2.0,1388,True,"restaurant, point_of_interest, food, establishment",restaurant
PiChaiYuan Hot Pot,"18406 Colima Rd E, Rowland Heights",-117.903077,33.9874276,4.7,,410,True,"meal_takeaway, restaurant, point_of_interest, food, establishment",restaurant
吃货 Hot pot & BBQ,"500 E Valley Blvd Unit C&D, San Gabriel",-118.0944208,34.0798023,4.6,2.0,72,True,"restaurant, point_of_interest, food, establishment",restaurant
MLBB AYCE Hot Pot 马路边边直营店,"1056 Walnut Ave, Tustin",-117.8273695,33.7314463,4.3,2.0,118,True,"restaurant, point_of_interest, food, establishment",restaurant
Lao Ma Tou Hot Pot 老码头火锅 - Irvine,"4230 Barranca Pkwy, Irvine",-117.805635,33.6816753,4.5,,171,True,"restaurant, point_of_interest, food, establishment",restaurant
Solo Hot Pot,"958 N Diamond Bar Blvd, Diamond Bar",-117.8053144,34.0352732,4.7,1.0,84,True,"restaurant, point_of_interest, food, establishment",restaurant
Yuan's Hotpot Los Angeles,"8752 Valley Blvd, Rosemead",-118.078657,34.0803978,4.4,2.0,127,True,"restaurant, point_of_interest, food, establishment",restaurant
Haidilao Hot Pot Irvine,"2710 Alton Pkwy #215, Irvine",-117.8342317,33.6878354,4.7,2.0,1406,True,"restaurant, point_of_interest, food, establishment",restaurant
HOT°C POT,"11095 Warner Ave, Fountain Valley",-117.9354772,33.7167459,4.4,,163,True,"restaurant, point_of_interest, food, establishment",restaurant
Fast Hotpot,"2419 Park Ave, Tustin",-117.8284182,33.69789900000001,4.3,1.0,77,True,"restaurant, point_of_interest, food, establishment",restaurant
MooMoo Hot Pot,"3967 Irvine Blvd, Irvine",-117.7710501,33.7232162,4.6,,18,True,"restaurant, point_of_interest, food, establishment",restaurant
Haidilao Hot Pot Century City,"10250 Santa Monica Blvd Ste 2610, Los Angeles",-118.4187477,34.0595943,4.8,2.0,1195,True,"restaurant, point_of_interest, food, establishment",restaurant
Bon Shabu,"3454 Wilshire Blvd, Los Angeles",-118.299784,34.061458,4.3,2.0,723,True,"restaurant, point_of_interest, food, establishment",restaurant
Boiling Point Concept,"18 W Green St, Pasadena",-118.1508406,34.1444188,4.3,2.0,513,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
Nice to Meet You Skewer Hot Pot - Now AYCE,"15361 Culver Dr, Irvine",-117.7983759,33.6947821,4.5,1.0,163,True,"restaurant, food, point_of_interest, establishment",restaurant
Haidilao Hot Pot Arcadia,"400 S Baldwin Ave Suite 2015, Arcadia",-118.0529968,34.1333726,4.6,3.0,1680,True,"restaurant, food, point_of_interest, establishment",restaurant
东镇炭火铜锅 East Town Hot Pot,"18268 Gale Ave B, City of Industry",-117.9053499,33.9957662,4.5,1.0,53,True,"restaurant, food, point_of_interest, establishment",restaurant
"Hot Pot, Hot Pot!","120 S Atlantic Blvd, Monterey Park",-118.1339222,34.0617972,4.3,2.0,425,True,"restaurant, food, point_of_interest, establishment",restaurant
Boiling Point,"18001 Pioneer Blvd C, Artesia",-118.0825875,33.8675755,4.2,2.0,622,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
Hot Pot City,"15606 Brookhurst St Suite E, Westminster",-117.953779,33.736382,4.4,2.0,184,True,"restaurant, food, point_of_interest, establishment",restaurant
Tasty Pot,"33 W Main St, Alhambra",-118.1276688,34.094944,4.3,2.0,109,True,"restaurant, food, point_of_interest, establishment",restaurant
Boiling Pot And Boba Street,"19524 Nordhoff St ste#3, Northridge",-118.5588289,34.2348246,4.3,1.0,117,True,"restaurant, meal_takeaway, food, point_of_interest, establishment",restaurant
Haidilao Hot Pot City of Industry,"1560 S Azusa Ave Unit 178, City of Industry",-117.9270706,33.9945854,4.8,2.0,1935,True,"restaurant, food, point_of_interest, establishment",restaurant
Zhangliang Spicy Hotpot (Rowland Heights),"1380 Fullerton Rd #104, Rowland Heights",-117.9016031,33.9932484,4.9,1.0,1537,True,"restaurant, food, point_of_interest, establishment",restaurant
Monland Hot Pot City,"251 W Bencamp St, San Gabriel",-118.102892,34.0788769,4.3,1.0,164,True,"restaurant, food, point_of_interest, establishment",restaurant
Ah Lien Hot Pot,"1722 Desire Ave #101, Rowland Heights",-117.8958526,33.9869671,4.2,2.0,96,True,"restaurant, food, point_of_interest, establishment",restaurant
Boiling Point,"14140 Culver Dr, Irvine",-117.7826251,33.7074187,4.0,2.0,866,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
AYCE Firecamp Hotpot & BBQ,"4595 Barranca Pkwy, Irvine",-117.7995896,33.6788758,4.1,1.0,71,True,"restaurant, food, point_of_interest, establishment",restaurant
Chong Qing YaoMei Hotpot,"55 W Green St, Pasadena",-118.1517196,34.1447402,4.6,2.0,311,True,"meal_takeaway, restaurant, food, point_of_interest, establishment",restaurant
Chun La Hao Chong Qing Hot Pot,"5701 Rosemead Blvd, Temple City",-118.0738017,34.1038276,4.2,2.0,181,True,"restaurant, food, point_of_interest, establishment",restaurant
Paper Pot Shabu Shabu,"20657 Golden Springs Dr UNIT 206, Diamond Bar",-117.853727,33.99796240000001,4.3,2.0,133,True,"restaurant, food, point_of_interest, establishment",restaurant
Boiling Point,"13876 Brookhurst St #3173, Garden Grove",-117.9533333,33.7613889,4.0,2.0,432,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
Lao Ma Tou Hot Pot - Rowland Heights,"18938 Labin Ct #101A, Rowland Heights",-117.8907297,33.992591,4.1,1.0,200,True,"restaurant, food, point_of_interest, establishment",restaurant
Boiling Point,"15488 S Western Ave, Gardena",-118.3088497,33.8892119,4.2,2.0,739,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Happy Sheep Hot Pot,"US California Torrance, 3525 Pacific Coast Hwy, #O",-118.3470443,33.80387839999999,4.2,2.0,433,True,"restaurant, point_of_interest, food, establishment",restaurant
Boiling Point,"206 S 1st Ave, Arcadia",-118.0281548,34.1375949,4.1,2.0,433,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
shancheng lameizi hot pot,"14130 Culver Dr Unit L, Irvine",-117.7819713,33.7079128,4.3,1.0,88,True,"restaurant, point_of_interest, food, establishment",restaurant
Boiling Point,"153 W Garvey Ave, Monterey Park",-118.1241361,34.0626455,4.0,2.0,496,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Boiling Point,"6018, 13089 Peyton Dr, Chino Hills",-117.7441176,34.0147538,3.9,2.0,436,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Boiling Point,"1370 Fullerton Rd, Rowland Heights",-117.9026427,33.9933094,4.0,2.0,459,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Pot on Fire & Tea Bar,"3926 Grand Ave F, Chino",-117.7182658,34.0000583,4.1,2.0,341,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Love at the Curb（爱在马路边）,"301 W Valley Blvd Ste. #112, San Gabriel",-118.1042977,34.0802264,4.9,1.0,179,True,"restaurant, point_of_interest, food, establishment",restaurant
YinTang Spicy Hot Pot,"138 E Garvey Ave #C, Monterey Park",-118.1218256,34.0623485,4.3,2.0,246,True,"restaurant, point_of_interest, food, establishment",restaurant
Mokkoji Shabu Shabu,"9240 Garden Grove Blvd, Garden Grove",-117.9704417,33.7732551,4.3,1.0,113,True,"restaurant, point_of_interest, food, establishment",restaurant
Boiling Point,"2020 S Hacienda Blvd, Hacienda Heights",-117.9666731,33.995906,4.0,2.0,274,True,"cafe, restaurant, point_of_interest, food, establishment",restaurant
Wagyu House by The X Pot,"18558 Gale Ave Suite 122-128, Rowland Heights",-117.8998631,33.9949524,4.6,2.0,491,True,"restaurant, bar, point_of_interest, food, establishment",restaurant
Boiling Point,"12145 Valley View St unit 103, Garden Grove",-118.0294258,33.7862826,4.0,2.0,21,True,"restaurant, point_of_interest, food, establishment",restaurant
Qianlixiang spicy hot pot 천리향 마라탕,"3377 Wilshire Blvd #110, Los Angeles",-118.2976682,34.0624557,4.4,2.0,62,True,"restaurant, point_of_interest, food, establishment",restaurant
Dabin Kabob & Hotpot,"301 E Garvey Ave, Monterey Park",-118.1186428,34.0628459,4.5,1.0,71,True,"restaurant, point_of_interest, food, establishment",restaurant
Prime Hot Pot,"2415 Park Ave, Tustin",-117.8286242,33.6979897,3.8,,40,True,"restaurant, point_of_interest, food, establishment",restaurant
Pixiu Mala Hongtang,"425 S Western Ave STE # E, Los Angeles",-118.3096256,34.0664324,4.3,1.0,113,True,"restaurant, point_of_interest, food, establishment",restaurant
Shancheng Lameizi,"18932 Gale Ave, Rowland Heights",-117.888884,33.9960525,4.1,2.0,532,True,"restaurant, point_of_interest, food, establishment",restaurant
Xiaolongkan Hot Pot,"46 W Valley Blvd, Alhambra",-118.1241087,34.0783397,4.1,1.0,226,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodles Noodles,"15900 Crenshaw Blvd unit c, Gardena",-118.3260127,33.8865069,4.6,2.0,32,True,"restaurant, food, point_of_interest, establishment",restaurant
LAN NOODLE West Covina,"1428 S Azusa Ave Suite B, West Covina",-117.9075601,34.0475842,4.2,2.0,161,True,"meal_takeaway, restaurant, food, point_of_interest, establishment",restaurant
Capital Noodle Bar | Costa Mesa,"3033 Bristol St C, Costa Mesa",-117.8861677,33.6812772,4.3,2.0,456,True,"restaurant, food, point_of_interest, establishment",restaurant
NO. 1 NOODLE HOUSE,"18246 Gale Ave STE B, Rowland Heights",-117.9052823,33.9954923,4.5,2.0,57,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle St.,"2323 E Chapman Ave Ste B, Fullerton",-117.8905097,33.87442,4.4,2.0,935,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
S.T. Noodle Bar,"4152 Norse Way, Long Beach",-118.1416811,33.8335223,4.6,2.0,400,True,"restaurant, food, point_of_interest, establishment",restaurant
Tasty Noodle House,"2373 Pacific Coast Hwy, Lomita",-118.3251271,33.7897797,4.2,2.0,384,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle Art,"6333 W 3rd St # 508, Los Angeles",-118.3609261,34.0722669,4.6,1.0,56,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle World,"932 Huntington Dr, San Marino",-118.12586,34.1120346,4.3,1.0,458,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle World,"700 Valley Blvd, Alhambra",-118.130907,34.0778834,4.2,1.0,2223,True,"restaurant, food, point_of_interest, establishment",restaurant
Old Time Noodle House,"15325 S Western Ave, Gardena",-118.3093445,33.89244710000001,4.3,1.0,367,True,"restaurant, food, point_of_interest, establishment",restaurant
Sup Noodle Bar - Buena Park,"5141 Beach Blvd Unit B, Buena Park",-117.9958169,33.8862703,4.5,2.0,916,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle Art 一面之缘,"117 N Lincoln Ave, Monterey Park",-118.1215725,34.0633718,4.1,2.0,244,True,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",restaurant
Mountain Noodles,"3377 Wilshire Blvd #100, Los Angeles",-118.2976967,34.0620244,4.4,,75,True,"restaurant, food, point_of_interest, establishment",restaurant
Venice Noodles,"10953 Venice Blvd., Los Angeles",-118.4135482,34.0153075,4.4,2.0,95,True,"restaurant, food, point_of_interest, establishment",restaurant
RiceString Noodle Shack,"11803 South St, Cerritos",-118.0817081,33.859016,4.5,1.0,584,True,"restaurant, food, point_of_interest, establishment",restaurant
Tasty Noodle House - Irvine,"15333 Culver Dr #320, Irvine",-117.7993508,33.6960666,4.0,1.0,290,True,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",restaurant
Noodle St,"120 W Foothill Blvd, Monrovia",-118.0014833,34.150099,4.5,2.0,368,True,"restaurant, food, point_of_interest, establishment",restaurant
MR DRAGON NOODLE HOUSE,"8526 Valley Blvd #108, Rosemead",-118.0826633,34.080166,4.5,2.0,348,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle St. Irvine,"3963 Irvine Blvd, Irvine",-117.7712603,33.7232907,4.2,2.0,164,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodle World Jr.,"14622 Ventura Blvd #101, Sherman Oaks",-118.4526231,34.1513458,4.2,1.0,135,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodle Monster,"5219 1/2 Laurel Canyon Blvd, Valley Village",-118.3970892,34.1654564,4.4,1.0,211,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodle World,"1935 S Atlantic Blvd, Monterey Park",-118.142136,34.0415289,4.3,1.0,783,True,"restaurant, point_of_interest, food, establishment",restaurant
101 Noodle Express,"1408 E Valley Blvd, Alhambra",-118.1095456,34.0789091,4.0,1.0,863,True,"restaurant, point_of_interest, food, establishment",restaurant
Casa Noodle Teriyaki,"5930 Main St, Los Angeles",-118.2735507,33.9863838,4.5,1.0,231,True,"restaurant, point_of_interest, food, establishment",restaurant
Mr. Noodle,"936 Broxton Ave, Los Angeles",-118.4468466,34.0629957,4.3,2.0,141,True,"restaurant, point_of_interest, food, establishment",restaurant
Thai Noodle King,"9887 Alondra Blvd, Bellflower",-118.122314,33.889755,4.4,1.0,207,True,"restaurant, point_of_interest, food, establishment",restaurant
Mr dragon noodle house,"20657 Golden Springs Dr #104-105, Diamond Bar",-117.853727,33.99796240000001,4.4,2.0,73,True,"meal_takeaway, restaurant, point_of_interest, food, establishment",restaurant
noodle palace,"8518 Valley Blvd, Rosemead",-118.0835419,34.0792756,4.5,2.0,112,True,"restaurant, point_of_interest, food, establishment",restaurant
LA Kung Fu Noodle,"944 W Foothill Blvd, Claremont",-117.732734,34.1063845,4.7,,54,True,"restaurant, point_of_interest, food, establishment",restaurant
Spicy Noodle House,"3314 S Bristol St, Santa Ana",-117.8861504,33.7033804,4.4,1.0,397,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodle St,"87 E Colorado Blvd, Pasadena",-118.1486182,34.1459397,4.4,2.0,254,True,"restaurant, point_of_interest, food, establishment",restaurant
Tasty Noodle House - Hacienda Heights,"1611A S Azusa Ave, Hacienda Heights",-117.9329805,33.9933181,4.1,1.0,136,True,"meal_takeaway, restaurant, point_of_interest, food, establishment",restaurant
Qin West Noodle,"6200 Scholarship, Irvine",-117.8524645,33.6660121,4.5,2.0,537,True,"restaurant, point_of_interest, food, establishment",restaurant
Noodle St Arcadia,"400 S Baldwin Ave Ste M10, Arcadia",-118.0520754,34.1351239,4.2,2.0,156,True,"restaurant, point_of_interest, food, establishment",restaurant
NoodleMii,"1345 S Diamond Bar Blvd j, Diamond Bar",-117.8136535,33.9975597,4.2,1.0,110,True,"restaurant, point_of_interest, food, establishment",restaurant
Kaiju Noodle House,"1167 E Alosta Ave, Azusa",-117.8819479,34.1296674,4.4,1.0,280,True,"restaurant, bar, point_of_interest, food, establishment",restaurant
LAN NOODLE,"7100 Santa Monica Blvd SUITE 130, West Hollywood",-118.3446476,34.0903568,4.6,2.0,84,True,"restaurant, point_of_interest, food, establishment",restaurant
Thai Noodle House,"14328 Telegraph Rd, Whittier",-118.0266205,33.92613000000001,4.6,1.0,222,True,"restaurant, point_of_interest, food, establishment",restaurant
The Noodle (Peyton Restaurant),"4183 Chino Hills Pkwy P, Chino Hills",-117.7146626,33.9812984,4.0,2.0,413,True,"restaurant, food, point_of_interest, establishment",restaurant
Capital Noodle Bar,"3850 Barranca Pkwy Suite E, Irvine",-117.8118434,33.6840404,4.1,2.0,307,True,"restaurant, food, point_of_interest, establishment",restaurant
Pa Ord Noodle,"5301 Sunset Blvd #8, Los Angeles",-118.3061549,34.0985826,4.5,1.0,886,True,"restaurant, food, point_of_interest, establishment",restaurant
Hollywood Noodle,"48 Live Oak Ave, Arcadia",-118.0285762,34.1074502,4.1,1.0,156,True,"restaurant, food, point_of_interest, establishment",restaurant
Lao Xi Noodle House,"921 S Baldwin Ave Ste G-H, Arcadia",-118.0548535,34.1291086,4.5,1.0,166,True,"restaurant, food, point_of_interest, establishment",restaurant
Watdongmoonlek Noodle,"4356 Fountain Ave, Los Angeles",-118.2848647,34.0954567,4.6,1.0,448,True,"restaurant, food, point_of_interest, establishment",restaurant
Tasty Noodle House,"2117 Sawtelle Blvd, Los Angeles",-118.4424563,34.0390491,3.8,2.0,283,True,"restaurant, food, point_of_interest, establishment",restaurant
The Noodle麵麵店,"19755 Colima Rd, Rowland Heights",-117.8720891,33.9866344,3.7,2.0,312,True,"restaurant, food, point_of_interest, establishment",restaurant
Cyclo Noodles,"4754 Pacific Coast Hwy, Long Beach",-118.1387027,33.7865087,4.5,1.0,614,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
Best Noodle House,"9329 Valley Blvd, Rosemead",-118.0662053,34.0812563,4.3,1.0,211,True,"restaurant, food, point_of_interest, establishment",restaurant
The Soup and Noodle,"807 N Tustin St, Orange",-117.8353952,33.8007073,4.2,2.0,294,True,"cafe, restaurant, food, point_of_interest, establishment",restaurant
Noodle World Jr,"8636 S Sepulveda Blvd, Los Angeles",-118.3958708,33.9587705,4.0,2.0,117,True,"restaurant, food, point_of_interest, establishment",restaurant
Tasty Noodle House,"2947 Chino Ave #3, Chino Hills",-117.7410899,34.0093019,3.6,1.0,219,True,"restaurant, food, point_of_interest, establishment",restaurant
101 Noodle Express,"1025 S Baldwin Ave, Arcadia",-118.0553054,34.1279741,4.1,1.0,307,True,"restaurant, food, point_of_interest, establishment",restaurant
WeHo Thai Noodle & Rice,"7075 Sunset Blvd, Los Angeles",-118.343966,34.098565,4.3,1.0,262,True,"restaurant, food, point_of_interest, establishment",restaurant
SPICY NOODLE HOUSE,"68 Rio Rancho Rd #106, Pomona",-117.7607473,34.02813750000001,4.4,2.0,62,True,"restaurant, food, point_of_interest, establishment",restaurant
Qin West Noodle,"1767 Westwood Blvd, Los Angeles",-118.4382242,34.0505683,4.5,1.0,913,True,"restaurant, food, point_of_interest, establishment",restaurant
Wen Hui Noodle Hours,"644 W Garvey Ave, Monterey Park",-118.1314865,34.0621551,4.3,2.0,108,True,"restaurant, food, point_of_interest, establishment",restaurant
Noodle House,"958 E Garvey Ave, Monterey Park",-118.109625,34.0621657,3.3,1.0,102,True,"meal_takeaway, restaurant, food, point_of_interest, establishment",restaurant
